toko,kategori,nama_produk,harga,harga_original,harga_member,diskon,rating,jumlah_review,jumlah_terjual,lokasi,brand,url_produk,url_gambar,tanggal_scraping,halaman
Watsons,Facial,REVLON Revlon Evivesse Milky Toner 150 ml,235000,,,,,0.0,,Indonesia,REVLON,https://www.watsons.co.id/id/revlon-revlon-evivesse-milky-toner-150-ml/p/BP_25040,,2026-05-07,36
Watsons,Facial,REVLON Revlon Evivesse Cleansing Lotion 150Ml,235000,,,,,0.0,,Indonesia,REVLON,https://www.watsons.co.id/id/revlon-revlon-evivesse-cleansing-lotion-150ml/p/BP_25028,,2026-05-07,36
Watsons,Facial,ULTIMA II Ultima II CHR Exfoliating Toner 145ml,270000,,,,,0.0,,Indonesia,ULTIMA,https://www.watsons.co.id/id/ultima-ii-ultima-ii-chr-exfoliating-toner-145ml/p/BP_44793,,2026-05-07,36
Watsons,Facial,CLINELLE Clinelle Whitenup Brightening Mask Gel 50ml,219000,,,,,0.0,,Indonesia,CLINELLE,https://www.watsons.co.id/id/clinelle-clinelle-whitenup-brightening-mask-gel-50ml/p/BP_41556,,2026-05-07,37
Watsons,Facial,THE ORIGINOTE H-llow Clarifying Toner 80ml,44500,,,,5.0,2.0,,Indonesia,THE,https://www.watsons.co.id/id/the-originote-h-llow-clarifying-toner-80ml/p/BP_39648,,2026-05-07,37
Watsons,Facial,BIORE Cleansing Oil Sheet 10'S,25000,36700.0,,30.0,5.0,10.0,,Indonesia,BIORE,https://www.watsons.co.id/id/biore-cleansing-oil-sheet-10-s/p/BP_48501,,2026-05-07,37
Watsons,Facial,BIORE UV Fresh & Bright SPF 50/PA+++ Instant Cover 30g,36100,45200.0,,20.0,5.0,23.0,,Indonesia,BIORE,https://www.watsons.co.id/id/biore-uv-fresh-bright-spf-50-pa-instant-cover-30g/p/BP_28607,,2026-05-07,37
Watsons,Facial,ULTIMA II Ultima II Collasence Advanced Activator,525000,,,,5.0,1.0,,Indonesia,ULTIMA,https://www.watsons.co.id/id/ultima-ii-ultima-ii-collasence-advanced-activator/p/BP_38436,,2026-05-07,37
Watsons,Facial,DERMACTION PLUS Dermaction Plus by Watsons Acne Series Whipped Mousse Facial Foam 100ml,34900,69900.0,33155.0,50.0,5.0,7.0,,Indonesia,DERMACTION,https://www.watsons.co.id/id/dermaction-plus-dermaction-plus-by-watsons-acne-series-whipped-mousse-facial-foam-100ml/p/BP_29133,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,37
Watsons,Facial,SOMETHINC Calm Down! Skinpair Bubble Cleanser 150ml,99400,142000.0,94430.0,30.0,,0.0,,Indonesia,SOMETHINC,https://www.watsons.co.id/id/somethinc-calm-down-skinpair-bubble-cleanser-150ml/p/BP_60830,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,37
Watsons,Facial,ACNES Acnes UV Tint 30g,56900,67000.0,54055.0,15.0,5.0,3.0,,Indonesia,ACNES,https://www.watsons.co.id/id/acnes-acnes-uv-tint-30g/p/BP_96845,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,37
Watsons,Facial,OMG Oh My Glow Peach Glowing Serum 20ml,35500,,,,5.0,1.0,,Indonesia,OMG,https://www.watsons.co.id/id/omg-oh-my-glow-peach-glowing-serum-20ml/p/BP_45045,,2026-05-07,37
Watsons,Facial,OMG Oh My Glow Mugwort Acne Serum 20ml,35500,,,,,0.0,,Indonesia,OMG,https://www.watsons.co.id/id/omg-oh-my-glow-mugwort-acne-serum-20ml/p/BP_45044,,2026-05-07,37
Watsons,Facial,WARDAH Wardah Acnederm Acne Care Micellar Water 100ml,33000,,,,5.0,10.0,,Indonesia,WARDAH,https://www.watsons.co.id/id/wardah-wardah-acnederm-acne-care-micellar-water-100ml/p/BP_37459,,2026-05-07,37
Watsons,Facial,ULTIMA II Ultima II Hydra Botanic Hydrating Serum 30ml,450000,,,,,0.0,,Indonesia,ULTIMA,https://www.watsons.co.id/id/ultima-ii-ultima-ii-hydra-botanic-hydrating-serum-30ml/p/BP_43453,,2026-05-07,37
Watsons,Facial,GLAD2GLOW Brightening Lip Serum Pearl Sparkle 7g,48900,59000.0,,,5.0,48.0,,Indonesia,GLAD2GLOW,https://www.watsons.co.id/id/glad2glow-brightening-lip-serum-pearl-sparkle-7g/p/BP_60231,,2026-05-07,37
Watsons,Facial,ULTIMA II Ultima II Hydra Botanic Hydrating Foaming Cleanser 100g,295000,,,,,0.0,,Indonesia,ULTIMA,https://www.watsons.co.id/id/ultima-ii-ultima-ii-hydra-botanic-hydrating-foaming-cleanser-100g/p/BP_43455,,2026-05-07,37
Watsons,Facial,CLEAN & CLEAR C&C Foaming Face Wash Vitamin C 100ml,25800,34500.0,,25.0,5.0,45.0,,Indonesia,CLEAN,https://www.watsons.co.id/id/clean-clear-c-c-foaming-face-wash-vitamin-c-100ml/p/BP_43108,,2026-05-07,37
Watsons,Facial,ACNES Acnes Creamy Wash 50g,22500,,,,5.0,18.0,,Indonesia,ACNES,https://www.watsons.co.id/id/acnes-acnes-creamy-wash-50g/p/BP_95768,,2026-05-07,37
Watsons,Facial,ACNES Acnes Natural Care Face Wash Deep Pore 50g,24500,,,,5.0,5.0,,Indonesia,ACNES,https://www.watsons.co.id/id/acnes-acnes-natural-care-face-wash-deep-pore-50g/p/BP_52902,,2026-05-07,37
Watsons,Facial,SKINTIFIC Skintific 5X Ceramide Barrier Moisture Gel Light Texture 30g,99400,198800.0,,35.0,5.0,12.0,,Indonesia,SKINTIFIC,https://www.watsons.co.id/id/skintific-skintific-5x-ceramide-barrier-moisture-gel-light-texture-30g/p/BP_59263,,2026-05-07,37
Watsons,Facial,MEDIHEAL Ceramide Moisture Barrier Essential Mask 24ml,37500,,,,5.0,1.0,,Indonesia,MEDIHEAL,https://www.watsons.co.id/id/mediheal-ceramide-moisture-barrier-essential-mask-24ml/p/BP_66112,,2026-05-07,37
Watsons,Facial,BC SKIN Acne Spot Treat 10ml,114700,135000.0,,15.0,5.0,1.0,,Indonesia,BC,https://www.watsons.co.id/id/bc-skin-acne-spot-treat-10ml/p/BP_62073,,2026-05-07,37
Watsons,Facial,MEDIHEAL Vitamin C Clear Toning Essential Mask 24ml,37500,,,,5.0,3.0,,Indonesia,MEDIHEAL,https://www.watsons.co.id/id/mediheal-vitamin-c-clear-toning-essential-mask-24ml/p/BP_66053,,2026-05-07,37
Watsons,Facial,BC SKIN 10in1 Whitening Toner 100ml,114700,135000.0,,15.0,,0.0,,Indonesia,BC,https://www.watsons.co.id/id/bc-skin-10in1-whitening-toner-100ml/p/BP_62076,,2026-05-07,37
Watsons,Facial,BC SKIN Ceramoist Skin Barrier Serum 30ml,242200,285000.0,,15.0,5.0,2.0,,Indonesia,BC,https://www.watsons.co.id/id/bc-skin-ceramoist-skin-barrier-serum-30ml/p/BP_61527,,2026-05-07,37
Watsons,Facial,DERMA ANGEL Salicylic Acid Acne Clay Stick 20g,35300,50500.0,33535.0,30.0,3.0,1.0,,Indonesia,DERMA,https://www.watsons.co.id/id/derma-angel-salicylic-acid-acne-clay-stick-20g/p/BP_61000,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,37
Watsons,Facial,NIVEA [Limited Edition] Rapunzel Wild Cranberry Lip Balm 4.8g,60000,,,,,0.0,,Indonesia,NIVEA,https://www.watsons.co.id/id/nivea-limited-edition-rapunzel-wild-cranberry-lip-balm-4.8g/p/BP_74563,,2026-05-07,37
Watsons,Facial,GLAD2GLOW Brightening Lip Serum Peach Pie 7g,48900,59000.0,,,5.0,38.0,,Indonesia,GLAD2GLOW,https://www.watsons.co.id/id/glad2glow-brightening-lip-serum-peach-pie-7g/p/BP_60226,,2026-05-07,37
Watsons,Facial,BC SKIN Acne Completed Care Actioncs Toner 100ml,114700,135000.0,,15.0,,0.0,,Indonesia,BC,https://www.watsons.co.id/id/bc-skin-acne-completed-care-actioncs-toner-100ml/p/BP_61840,,2026-05-07,37
Watsons,Facial,SKIN 1004 Madagascar Centella Watergel Sheet Ampoule Mask 5'S,64200,107000.0,60990.0,40.0,5.0,2.0,,Indonesia,SKIN,https://www.watsons.co.id/id/skin-1004-madagascar-centella-watergel-sheet-ampoule-mask-5-s/p/BP_66783,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,37
Watsons,Facial,"CRYSTALLURE Supreme Activating Overnight Cream 50g - Moisturizer, Krim Malam mengandung Peptide Crystals dan Retinoid - Menyamarkan Dark Spot Anti-Aging",268000,,,,5.0,1.0,,Indonesia,CRYSTALLURE,https://www.watsons.co.id/id/crystallure-supreme-activating-overnight-cream-50g-moisturizer-krim-malam-mengandung-peptide-crystals-dan-retinoid-menyamarkan-dark-spot-anti-aging/p/BP_45574,,2026-05-07,37
Watsons,Facial,SOMETHINC Somethinc Calm Down! Pha 3% Soothing Everyday Toner 100Ml 100Ml,153000,,,,5.0,2.0,,Indonesia,SOMETHINC,https://www.watsons.co.id/id/somethinc-somethinc-calm-down-pha-3-soothing-everyday-toner-100ml-100ml/p/BP_35914,,2026-05-07,37
Watsons,Facial,SKINTIFIC Hydra Barrier Duo,340400,,,,,0.0,,Indonesia,SKINTIFIC,https://www.watsons.co.id/id/skintific-hydra-barrier-duo/p/BP_70953,,2026-05-07,37
Watsons,Facial,YOU Glam Fix Professional Aircushion Puff,11000,,,,5.0,4.0,,Indonesia,YOU,https://www.watsons.co.id/id/you-glam-fix-professional-aircushion-puff/p/BP_22796,,2026-05-07,38
Watsons,Facial,ULTIMA II ULTIMA II CHR Cleansing Lotion 154ml,255000,,,,,0.0,,Indonesia,ULTIMA,https://www.watsons.co.id/id/ultima-ii-ultima-ii-chr-cleansing-lotion-154ml/p/BP_38675,,2026-05-07,38
Watsons,Facial,YOU You Glam Fix Summer Pocket Puff,8800,,,,5.0,2.0,,Indonesia,YOU,https://www.watsons.co.id/id/you-you-glam-fix-summer-pocket-puff/p/BP_22800,,2026-05-07,38
Watsons,Facial,WARDAH Wardah 10% Vitamin C Ferulic Acid Radiant Charge Serum 20 ml,125000,,,,4.0,5.0,,Indonesia,WARDAH,https://www.watsons.co.id/id/wardah-wardah-10-vitamin-c-ferulic-acid-radiant-charge-serum-20-ml/p/BP_42071,,2026-05-07,38
Watsons,Facial,BREYLEE Ultralight UV Defense Sunscreen 30ml,43200,72000.0,,20.0,,0.0,,Indonesia,BREYLEE,https://www.watsons.co.id/id/breylee-ultralight-uv-defense-sunscreen-30ml/p/BP_75273,,2026-05-07,38
Watsons,Facial,BREYLEE Whitening Sunscreen Cream 30ml,43200,72000.0,,20.0,,0.0,,Indonesia,BREYLEE,https://www.watsons.co.id/id/breylee-whitening-sunscreen-cream-30ml/p/BP_75272,,2026-05-07,38
Watsons,Facial,ACNES Acnes Sealing Jell 9g,26500,,,,5.0,18.0,,Indonesia,ACNES,https://www.watsons.co.id/id/acnes-acnes-sealing-jell-9g/p/BP_95770,,2026-05-07,38
Watsons,Facial,ACNES Acnes Spot Care 12g,48000,,,,5.0,11.0,,Indonesia,ACNES,https://www.watsons.co.id/id/acnes-acnes-spot-care-12g/p/BP_96844,,2026-05-07,38
Watsons,Facial,GARNIER Niacinamide Dry Touch Cream 30ml,41000,54000.0,,,5.0,1.0,,Indonesia,GARNIER,https://www.watsons.co.id/id/garnier-niacinamide-dry-touch-cream-30ml/p/BP_60797,,2026-05-07,38
Watsons,Facial,GARNIER Salicylic Dry Touch Cream 30ml,41000,54000.0,,,,0.0,,Indonesia,GARNIER,https://www.watsons.co.id/id/garnier-salicylic-dry-touch-cream-30ml/p/BP_60796,,2026-05-07,38
Watsons,Facial,GARNIER Vitamin C Dry Touch Cream 30ml,41000,54000.0,,,5.0,1.0,,Indonesia,GARNIER,https://www.watsons.co.id/id/garnier-vitamin-c-dry-touch-cream-30ml/p/BP_60779,,2026-05-07,38
Watsons,Facial,HIMALAYA Turmeric Dark Spot Face Serum 15ml,25000,56000.0,25000.0,20.0,5.0,2.0,,Indonesia,HIMALAYA,https://www.watsons.co.id/id/himalaya-turmeric-dark-spot-face-serum-15ml/p/BP_51265,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,38
Watsons,Facial,AZARINE Azarine Advanced Youth Barrier Moisturizer 20g,33500,55500.0,33500.0,10.0,5.0,14.0,,Indonesia,AZARINE,https://www.watsons.co.id/id/azarine-azarine-advanced-youth-barrier-moisturizer-20g/p/BP_37248,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,38
Watsons,Facial,WARDAH Wardah Nature Daily Calm & Soothe Micellar Water 100ml,33000,,,,5.0,41.0,,Indonesia,WARDAH,https://www.watsons.co.id/id/wardah-wardah-nature-daily-calm-soothe-micellar-water-100ml/p/BP_80580,,2026-05-07,38
Watsons,Facial,AVOSKIN Avoskin Your Skin Bae Niacinamide 12% + Centella Serum 30ml,131200,164000.0,,20.0,5.0,2.0,,Indonesia,AVOSKIN,https://www.watsons.co.id/id/avoskin-avoskin-your-skin-bae-niacinamide-12-centella-serum-30ml/p/BP_43879,,2026-05-07,38
Watsons,Facial,AMATERASUN Twin Pack Physical Sunscreen SPF 50+ PA++++ 30g - Bundle,173800,,,,5.0,1.0,,Indonesia,AMATERASUN,https://www.watsons.co.id/id/amaterasun-twin-pack-physical-sunscreen-spf-50-pa-30g-bundle/p/BP_61163,,2026-05-07,38
Watsons,Facial,AMATERASUN Twin Pack Brightening Sunscreen SPF 50 PA++++ 40g - Bundle,151800,,,,,0.0,,Indonesia,AMATERASUN,https://www.watsons.co.id/id/amaterasun-twin-pack-brightening-sunscreen-spf-50-pa-40g-bundle/p/BP_61164,,2026-05-07,38
Watsons,Facial,EMINA Bright Stuff Exfoliating Toner,41500,,,,5.0,2.0,,Indonesia,EMINA,https://www.watsons.co.id/id/emina-bright-stuff-exfoliating-toner/p/BP_29626,,2026-05-07,38
Watsons,Facial,SKINTIFIC Skintific Sensitive Soothe Cleanser 120ml,92000,141600.0,,25.0,,0.0,,Indonesia,SKINTIFIC,https://www.watsons.co.id/id/skintific-skintific-sensitive-soothe-cleanser-120ml/p/BP_44142,,2026-05-07,38
Watsons,Facial,SOMETHINC Somethinc Bee Power Propolis Glow Lip Serum 5g,53100,75900.0,,30.0,,0.0,,Indonesia,SOMETHINC,https://www.watsons.co.id/id/somethinc-somethinc-bee-power-propolis-glow-lip-serum-5g/p/BP_27863,,2026-05-07,38
Watsons,Facial,INNISFREE Innisfree Intensive Long-lasting Sunscreen EX SPF50+ PA++++ 60ml,172200,287000.0,,40.0,5.0,1.0,,Indonesia,INNISFREE,https://www.watsons.co.id/id/innisfree-innisfree-intensive-long-lasting-sunscreen-ex-spf50-pa-60ml/p/BP_44662,,2026-05-07,38
Watsons,Facial,CLINELLE Clinelle Caviar Gold Firming Serum 30ml,131950,377000.0,,45.0,5.0,4.0,,Indonesia,CLINELLE,https://www.watsons.co.id/id/clinelle-clinelle-caviar-gold-firming-serum-30ml/p/BP_41532,,2026-05-07,38
Watsons,Facial,GLAD2GLOW Glad2Glow Peach Retinol Serum 17ml,32300,39000.0,,,5.0,23.0,,Indonesia,GLAD2GLOW,https://www.watsons.co.id/id/glad2glow-glad2glow-peach-retinol-serum-17ml/p/BP_39414,,2026-05-07,38
Watsons,Facial,FOR SKIN'S SAKE For Skin's Sake Retinol Serum 0.15% With Ceramide III 30Ml,140000,280000.0,133000.0,35.0,5.0,4.0,,Indonesia,FOR,https://www.watsons.co.id/id/for-skin-s-sake-for-skin-s-sake-retinol-serum-0.15-with-ceramide-iii-30ml/p/BP_38813,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,38
Watsons,Facial,HADA LABO Gokujyun Ultimate Moisturizing Face Wash 50g,23000,33000.0,23000.0,20.0,5.0,184.0,,Indonesia,HADA,https://www.watsons.co.id/id/hada-labo-gokujyun-ultimate-moisturizing-face-wash-50g/p/BP_51888,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,38
Watsons,Facial,YOU YOU Golden Age 2 in 1 Essence 100ml,119900,,,,5.0,1.0,,Indonesia,YOU,https://www.watsons.co.id/id/you-you-golden-age-2-in-1-essence-100ml/p/BP_38250,,2026-05-07,38
Watsons,Facial,CLINELLE Clinelle Whitenup Brightening Renewal AHA Essence 20ml,329000,,,,,0.0,,Indonesia,CLINELLE,https://www.watsons.co.id/id/clinelle-clinelle-whitenup-brightening-renewal-aha-essence-20ml/p/BP_41538,,2026-05-07,38
Watsons,Facial,YOU Y.O.U Golden Age Skin Refining Oil 20ml,138900,,,,,0.0,,Indonesia,YOU,https://www.watsons.co.id/id/you-y.o.u-golden-age-skin-refining-oil-20ml/p/BP_37872,,2026-05-07,38
Watsons,Facial,WARDAH Wardah Acnederm Salicylic Acid Zinc Acne Clearing Low pH Foaming Cleanser 100ml,37100,39500.0,35245.0,,5.0,12.0,,Indonesia,WARDAH,https://www.watsons.co.id/id/wardah-wardah-acnederm-salicylic-acid-zinc-acne-clearing-low-ph-foaming-cleanser-100ml/p/BP_45019,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,38
Watsons,Facial,MENTHOLATUM Acne Cover 26'S,64500,80700.0,61275.0,20.0,,0.0,,Indonesia,MENTHOLATUM,https://www.watsons.co.id/id/mentholatum-acne-cover-26-s/p/BP_27739,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,38
Watsons,Facial,GARNIER Micellar Peeling Water 1% AHA + PHA 125ml,29200,36500.0,,15.0,,0.0,,Indonesia,GARNIER,https://www.watsons.co.id/id/garnier-micellar-peeling-water-1-aha-pha-125ml/p/BP_59751,,2026-05-07,38
Watsons,Facial,MEGRHYTHM Megrhythm Steam Eye Mask Rose 5'S,87500,,,,5.0,2.0,,Indonesia,MEGRHYTHM,https://www.watsons.co.id/id/megrhythm-megrhythm-steam-eye-mask-rose-5-s/p/BP_25574,,2026-05-07,38
Watsons,Facial,CARASUN Carasun Healthy Matte UV Protector SPF 50+ Pa++++ 30Ml,75600,108100.0,71820.0,30.0,5.0,12.0,,Indonesia,CARASUN,https://www.watsons.co.id/id/carasun-carasun-healthy-matte-uv-protector-spf-50-pa-30ml/p/BP_37211,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,39
Watsons,Facial,SKIN 1004 Madagascar Centella Air-Fit Suncream Light 50 ml,121200,202000.0,115140.0,40.0,5.0,1.0,,Indonesia,SKIN,https://www.watsons.co.id/id/skin-1004-madagascar-centella-air-fit-suncream-light-50-ml/p/BP_66807,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,39
Watsons,Facial,SKIN 1004 Madagascar Centella Air-Fit Suncream Plus 50 ml,119400,199000.0,113430.0,40.0,5.0,1.0,,Indonesia,SKIN,https://www.watsons.co.id/id/skin-1004-madagascar-centella-air-fit-suncream-plus-50-ml/p/BP_66809,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,39
Watsons,Facial,SKIN 1004 Madagascar Centella Poremizing Velvet Finish Sunscreen 50 ml,167400,279000.0,159030.0,40.0,,0.0,,Indonesia,SKIN,https://www.watsons.co.id/id/skin-1004-madagascar-centella-poremizing-velvet-finish-sunscreen-50-ml/p/BP_66814,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,39
Watsons,Facial,SKIN 1004 Madagascar Centella Tone Brightening Tone-Up Sunscreen 50 ml,156700,209000.0,,25.0,5.0,1.0,,Indonesia,SKIN,https://www.watsons.co.id/id/skin-1004-madagascar-centella-tone-brightening-tone-up-sunscreen-50-ml/p/BP_66813,,2026-05-07,39
Watsons,Facial,SKINTIFIC Skintific Skin Cooling Spray Pad 160ml,119900,184500.0,,25.0,5.0,4.0,,Indonesia,SKINTIFIC,https://www.watsons.co.id/id/skintific-skintific-skin-cooling-spray-pad-160ml/p/BP_42129,,2026-05-07,39
Watsons,Facial,VOTRE PEAU Vitamin C Serum Pour Maharis Clinic 30 ml,385000,,,,5.0,1.0,,Indonesia,VOTRE,https://www.watsons.co.id/id/votre-peau-vitamin-c-serum-pour-maharis-clinic-30-ml/p/BP_28538,,2026-05-07,39
Watsons,Facial,SKIN 1004 Madagascar Centella Travel Kit,192600,321000.0,182970.0,40.0,5.0,1.0,,Indonesia,SKIN,https://www.watsons.co.id/id/skin-1004-madagascar-centella-travel-kit/p/BP_66816,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,39
Watsons,Facial,HADA LABO Hada Labo Perfect 3D Gel Cream 40g,95000,133000.0,95000.0,,5.0,23.0,,Indonesia,HADA,https://www.watsons.co.id/id/hada-labo-hada-labo-perfect-3d-gel-cream-40g/p/BP_56822,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,39
Watsons,Facial,HADA LABO Hada Labo Gokujyun Alpha Series Starter Pack 20g,56000,,,,5.0,15.0,,Indonesia,HADA,https://www.watsons.co.id/id/hada-labo-hada-labo-gokujyun-alpha-series-starter-pack-20g/p/BP_52893,,2026-05-07,39
Watsons,Facial,FROM THIS ISLAND From This Island Mangosteen Brightening Serum 30ml,136500,195000.0,,25.0,,0.0,,Indonesia,FROM,https://www.watsons.co.id/id/from-this-island-from-this-island-mangosteen-brightening-serum-30ml/p/BP_44728,,2026-05-07,39
Watsons,Facial,FROM THIS ISLAND From This Island Sugarcane AHA Exfoliating Solution 100ml,127500,170000.0,,25.0,,0.0,,Indonesia,FROM,https://www.watsons.co.id/id/from-this-island-from-this-island-sugarcane-aha-exfoliating-solution-100ml/p/BP_44491,,2026-05-07,39
Watsons,Facial,WARDAH Wardah EXOSOME + PDRN Lift Regenerating Serum 30ml,224100,249000.0,,10.0,5.0,4.0,,Indonesia,WARDAH,https://www.watsons.co.id/id/wardah-wardah-exosome-pdrn-lift-regenerating-serum-30ml/p/BP_55097,,2026-05-07,39
Watsons,Facial,THE ORIGINOTE Micellar Water Hyalurose 300ml,40000,60000.0,40000.0,,5.0,25.0,,Indonesia,THE,https://www.watsons.co.id/id/the-originote-micellar-water-hyalurose-300ml/p/BP_39663,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,39
Watsons,Facial,BC SKIN 10in1 Whitening Night Cream 10g,114700,135000.0,,15.0,,0.0,,Indonesia,BC,https://www.watsons.co.id/id/bc-skin-10in1-whitening-night-cream-10g/p/BP_62075,,2026-05-07,39
Watsons,Facial,BC SKIN 10in1 Whitening Day Cream 10g,114700,135000.0,,15.0,,0.0,,Indonesia,BC,https://www.watsons.co.id/id/bc-skin-10in1-whitening-day-cream-10g/p/BP_62074,,2026-05-07,39
Watsons,Facial,BC SKIN Acne Completed Care Brighten Skin for Night 10g,114700,135000.0,,15.0,,0.0,,Indonesia,BC,https://www.watsons.co.id/id/bc-skin-acne-completed-care-brighten-skin-for-night-10g/p/BP_61839,,2026-05-07,39
Watsons,Facial,BC SKIN Acne Completed Care Brighten Skin for Day 10g,114700,135000.0,,15.0,,0.0,,Indonesia,BC,https://www.watsons.co.id/id/bc-skin-acne-completed-care-brighten-skin-for-day-10g/p/BP_61838,,2026-05-07,39
Watsons,Facial,FOR SKIN'S SAKE For Skin's Sake Retinol Cream 0.1% With Polyglutamic Acid 40Ml,132500,265000.0,132500.0,30.0,5.0,1.0,,Indonesia,FOR,https://www.watsons.co.id/id/for-skin-s-sake-for-skin-s-sake-retinol-cream-0.1-with-polyglutamic-acid-40ml/p/BP_39034,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,39
Watsons,Facial,DERMA ANGEL Charcoal Pore Clear Clay Stick 20g,35300,50500.0,33535.0,30.0,5.0,1.0,,Indonesia,DERMA,https://www.watsons.co.id/id/derma-angel-charcoal-pore-clear-clay-stick-20g/p/BP_61044,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,39
Watsons,Facial,ARIUL Smooth & Pure Daily Pick Essential Calming Mask 20ml,20500,,,,5.0,2.0,,Indonesia,ARIUL,https://www.watsons.co.id/id/ariul-smooth-pure-daily-pick-essential-calming-mask-20ml/p/BP_60166,,2026-05-07,39
Watsons,Facial,ARIUL Smooth & Pure Daily Pick Aqua Toning Mask 20ml,20500,,,,5.0,1.0,,Indonesia,ARIUL,https://www.watsons.co.id/id/ariul-smooth-pure-daily-pick-aqua-toning-mask-20ml/p/BP_60164,,2026-05-07,39
Watsons,Facial,"CRYSTALLURE Dual Refining Treatment Solution 120ml - Toner Eksfoliasi mengandung Peptide Crystals, PHA, dan Ferulic Acid - Hydrating, Brightening",294000,,,,,0.0,,Indonesia,CRYSTALLURE,https://www.watsons.co.id/id/crystallure-dual-refining-treatment-solution-120ml-toner-eksfoliasi-mengandung-peptide-crystals-pha-dan-ferulic-acid-hydrating-brightening/p/BP_45566,,2026-05-07,39
Watsons,Facial,EMINA Emina Low pH Micellar Water Series - Made-Calm Purify Micellar Water 125ml,35000,,,,,0.0,,Indonesia,EMINA,https://www.watsons.co.id/id/emina-emina-low-ph-micellar-water-series-made-calm-purify-micellar-water-125ml/p/BP_49800,,2026-05-07,39
Watsons,Facial,WARDAH Wardah Radiant Resurfacing Retinal Cysteamine Serum 30ml - Serum pencerah,224100,249000.0,,10.0,5.0,3.0,,Indonesia,WARDAH,https://www.watsons.co.id/id/wardah-wardah-radiant-resurfacing-retinal-cysteamine-serum-30ml-serum-pencerah/p/BP_55096,,2026-05-07,39
Watsons,Facial,CLINELLE Clinelle Deep Cleansing Water 180ml,178000,,,,,0.0,,Indonesia,CLINELLE,https://www.watsons.co.id/id/clinelle-clinelle-deep-cleansing-water-180ml/p/BP_41502,,2026-05-07,39
Watsons,Facial,ANESSA Anessa Day Serum Trial Set A (30ml + 12ml),560000,,,,5.0,4.0,,Indonesia,ANESSA,https://www.watsons.co.id/id/anessa-anessa-day-serum-trial-set-a-30ml-12ml/p/BP_59857,,2026-05-07,39
Watsons,Facial,DERMA ANGEL Salicylic Acid Acne Patch Day 12,30000,40000.0,,25.0,5.0,27.0,,Indonesia,DERMA,https://www.watsons.co.id/id/derma-angel-salicylic-acid-acne-patch-day-12/p/BP_29507,,2026-05-07,39
Watsons,Facial,AVOSKIN Avoskin Your Skin Bae Niacinamide 100ml,148000,185000.0,,20.0,,0.0,,Indonesia,AVOSKIN,https://www.watsons.co.id/id/avoskin-avoskin-your-skin-bae-niacinamide-100ml/p/BP_45264,,2026-05-07,39
Watsons,Facial,ACNES Acnes Natural Care Face Wash Complete White 100g,26000,40000.0,24700.0,35.0,5.0,15.0,,Indonesia,ACNES,https://www.watsons.co.id/id/acnes-acnes-natural-care-face-wash-complete-white-100g/p/BP_52897,https://www.watsons.co.id/assets/img/share/member_price_new_icon.svg,2026-05-07,39
Watsons,Facial,SCORA Scora Salicylic Acid Gentle Low pH Cleanser 100ml,47900,,,,5.0,25.0,,Indonesia,SCORA,https://www.watsons.co.id/id/scora-scora-salicylic-acid-gentle-low-ph-cleanser-100ml/p/BP_42517,,2026-05-07,39
Watsons,Facial,ACNES Acnes Natural Care Face Wash Oil Control 100g,40000,,,,5.0,11.0,,Indonesia,ACNES,https://www.watsons.co.id/id/acnes-acnes-natural-care-face-wash-oil-control-100g/p/BP_52899,,2026-05-07,39
Watsons,Facial,ACNES Acnes Natural Care Face Wash Complete White 50g,24500,,,,5.0,8.0,,Indonesia,ACNES,https://www.watsons.co.id/id/acnes-acnes-natural-care-face-wash-complete-white-50g/p/BP_52901,,2026-05-07,40
Watsons,Facial,WARDAH Crystal Secret Melting Milk Cleanser with Natural AHA+PHA 100ml,35500,,,,5.0,33.0,,Indonesia,WARDAH,https://www.watsons.co.id/id/wardah-crystal-secret-melting-milk-cleanser-with-natural-aha-pha-100ml/p/BP_54094,,2026-05-07,40
