nama_produk,harga,harga_original,diskon,rating,jumlah_review,jumlah_terjual,sumber
SIMPLE Simple Kind to Skin Hydrating Light Moisturiser 125ml,147900.0,147900.0,0.0,,0.0,,Watsons
NUXE Nuxe Huile Prodigieuse Or Cracker Roll-On Version,245000.0,245000.0,0.0,,0.0,,Watsons
KYE Kye Probiotcs Cleansing Water Jeju Cica 200ml,22300.0,44700.0,50.0,5.0,2.0,,Watsons
SAFI White Expert Puryfying Cleanser 100Gr,42400.0,42400.0,0.0,5.0,15.0,,Watsons
SAFI Age Defy Cream Cleanser Deep Moisturizing 150ml,82500.0,82500.0,0.0,5.0,16.0,,Watsons
SAFI Age Defy Radiant Day SPF25 40G,147500.0,147500.0,0.0,5.0,15.0,,Watsons
SAFI Safi Ultimate Bright Exfoliator Face Scrub 100g,55000.0,55000.0,0.0,5.0,9.0,,Watsons
SAFI Age Defy Foam Cleanser Deep Exfoliating 75G,43400.0,57900.0,25.0,5.0,2.0,,Watsons
SENKA Senka Perfect Whip Beauty Foam Acne Care 50g,47200.0,59000.0,20.0,5.0,6.0,,Watsons
VIO Vio Acne Shield Patch Mochi Moji 24 Patches,22900.0,45900.0,50.0,5.0,2.0,,Watsons
VIO Vio Acne Shield Patch Holographic Glow 24 Patches,24400.0,48900.0,50.0,5.0,2.0,,Watsons
VIO Vio Acne Shield Patch Twinkle Twinkle 24 Patches,26500.0,53000.0,50.0,5.0,3.0,,Watsons
FACERINNA Facerinna Low pH B5 Gel Cleanser 120ml,41600.0,49000.0,15.0,5.0,7.0,,Watsons
KYE Kye Probiotics Cleansing Water Jeju Tea Tree 200ml,22300.0,44700.0,50.0,5.0,1.0,,Watsons
INNISFREE Holiday - Green Tea Seed Hyaluronic Serum Set,249500.0,606000.0,55.0,,0.0,,Watsons
SAFI Safi Acne Expert Clarifying 2in1 Cleanser Jerawat 150ml,69500.0,69500.0,0.0,5.0,3.0,,Watsons
HADA LABO Hadalabo Gokujyun Alfa Anti-Aging serum,138000.0,138000.0,0.0,5.0,4.0,,Watsons
FELINZ Felinz Blackhead Remover Step 1 Step 2,44900.0,89900.0,50.0,5.0,2.0,,Watsons
NUXE Nuxe Very Rose 3in1 Soothing Micellar Water 400 ml,540000.0,540000.0,0.0,,0.0,,Watsons
NUXE Nuxe Very Rose 3in1 Soothing Micellar Water 200 ml,375000.0,375000.0,0.0,,0.0,,Watsons
SAFI White Natural Anti Acne Cleanser Tea Tree Oil 100g,40000.0,40000.0,0.0,5.0,9.0,,Watsons
SAFI White Expert Puryfying 2In1 Cleanser &Toner 150M,63500.0,63500.0,0.0,5.0,20.0,,Watsons
KOJIE-SAN Kojie San Skin Light Soap Travel Pack,46000.0,46000.0,0.0,5.0,16.0,,Watsons
SKIN 1004 Madagascar Centella Matrixyl 10 Boosting Shot Ampoule 30 ml,193200.0,322000.0,40.0,,0.0,,Watsons
NATURE REPUBLIC Nature Republic Kombucha Black Tea The First Essence 140ml,349000.0,349000.0,0.0,,0.0,,Watsons
GARNIER Garnier Bright Complete Vitamin C Super Whip Foam 100ml,47900.0,47900.0,0.0,5.0,3.0,,Watsons
NUXE Nuxe Huile Prodigieuse Florale Multi-Purpose Dry Oil 100 ml,940000.0,940000.0,0.0,,0.0,,Watsons
SAFI White Expert Day Cream SPF15 45Gr,117500.0,117500.0,0.0,5.0,6.0,,Watsons
L'OREAL L'Oreal Revitalift Milky Cleansing Foaming Gel Skin Care 100ml,102000.0,102000.0,0.0,5.0,13.0,,Watsons
KOJIE-SAN Kojie San Skin Lightening Soap with Hydromoist 65gr,25000.0,25000.0,0.0,5.0,42.0,,Watsons
SENKA Senka Deep Moist 3x HA Serum 30ml,175500.0,270000.0,35.0,1.0,1.0,,Watsons
KYE Kye Acne Clear Patch Tea Tree Infusion 36 Patch,45200.0,45200.0,0.0,5.0,17.0,,Watsons
L'OREAL L'Oreal Aura Perfect Extraordinary Whip Foam Cleanser Skin Care 100ml,88000.0,88000.0,0.0,5.0,10.0,,Watsons
SENKA [Buy 2 Get 1] Perfect Whip Beauty Foam Acne Care 100g,160000.0,160000.0,0.0,,0.0,,Watsons
SAFI Safi Age Defy 3X Advanced Retinoid Youthful Renewal Ampoule 20ml,212000.0,212000.0,0.0,,0.0,,Watsons
SAFI Safi Age Defy 3X Advanced Retinoid Gentle Renewal Cleanser 100g,68400.0,68400.0,0.0,,0.0,,Watsons
KOJIE-SAN Kojiesan Skin Lightening Soap with Hydromoist 135gr - Kojie San Sabun Pencerah Kulit,49000.0,49000.0,0.0,5.0,16.0,,Watsons
FOR SKIN'S SAKE Gel Cleanser with 50% Glycerin & Squalane 100ml,57500.0,115000.0,35.0,5.0,1.0,,Watsons
SKINTIFIC Vitamin C Brightening Boost Moisturizer 30g,129200.0,198800.0,35.0,,0.0,,Watsons
GARNIER Light Complete Vitamin C 30x Booster Serum 15ml,110000.0,110000.0,0.0,5.0,9.0,,Watsons
FOR SKIN'S SAKE Hypochlorous Acid Spray HOCL 0.02% Refill 300ml,105000.0,210000.0,35.0,5.0,3.0,,Watsons
GLAD2GLOW Cherry Blossom Micellar Water 130ml,29000.0,29000.0,0.0,,0.0,,Watsons
GARNIER (PAKET HEMAT ISI 3) Micellar Rose Water Clean & Glow 125ml,142500.0,142500.0,0.0,,0.0,,Watsons
CLEAN & CLEAR Daily Pore Cleanser 100g,32200.0,43000.0,25.0,5.0,5.0,,Watsons
GLUTANEX Glutanex Night Serum 30Ml,136700.0,273500.0,50.0,5.0,1.0,,Watsons
BHUMI C+ Brightening Booster,228300.0,228300.0,0.0,5.0,2.0,,Watsons
GARNIER (PAKET HEMAT ISI 2) Sakura Glow Glowing Face Wash Skin Care 100ml,91000.0,91000.0,0.0,,0.0,,Watsons
GLAD2GLOW Brightening Micellar Water 130ml,29000.0,29000.0,0.0,5.0,2.0,,Watsons
SAFI Age Defy Renewal Night Cream 40g,163900.0,163900.0,0.0,5.0,6.0,,Watsons
SAFI Age Defying Gold Water Essence 100ml,172000.0,172000.0,0.0,5.0,35.0,,Watsons
GLAD2GLOW Pore Clearing Micellar Water 130ml,29000.0,29000.0,0.0,,0.0,,Watsons
SENKA Twin Pack Perfect Whip Beauty Foam 120g,113500.0,158000.0,25.0,,0.0,,Watsons
VOTRE PEAU Herbal Calendula Hydrating Face Toner 100 ml,185000.0,185000.0,0.0,,0.0,,Watsons
SENKA Twin Pack Perfect Beauty Foam White Clay 120g,127500.0,178000.0,25.0,,0.0,,Watsons
SENKA Twin Pack Perfect Whip Beauty Foam Collagen In 120g,155000.0,212000.0,25.0,,0.0,,Watsons
L'OREAL L'Oreal Revitalift Hyaluronic Acid Hydrating Gel Cleanser 100ml,93000.0,93000.0,0.0,5.0,8.0,,Watsons
FACETOLOGY Triple Care Ceramoist B5 Barrier Boost Cream 40 g,56500.0,66500.0,15.0,,0.0,,Watsons
SENKA Twin Pack Perfect Whip Beauty Foam Acne Care 100g,145000.0,202000.0,25.0,5.0,1.0,,Watsons
GLAD2GLOW Glad2Glow Acne Patch Day,25000.0,25000.0,0.0,5.0,15.0,,Watsons
NUXE Nuxe Nuxuriance Ultra Eye and Lip Contour Global Anti Aging 15 ml,855000.0,855000.0,0.0,,0.0,,Watsons
GLAD2GLOW Glad2Glow Tremella Panthenol Sensitive Care Micellar Water 130ml,29000.0,29000.0,0.0,5.0,3.0,,Watsons
GLAD2GLOW Glad2Glow Perfect Vita C Bright Glow Micellar Water 130ml,29000.0,29000.0,0.0,5.0,1.0,,Watsons
GLAD2GLOW Glad2Glow Mugwort Salicylic Acid Acne Clear Micellar Water 130ml,29000.0,29000.0,0.0,5.0,12.0,,Watsons
SAFI White Natural Anti Aging Cream 45g,53200.0,71000.0,25.0,5.0,19.0,,Watsons
ELFORMULA Elformula Nia-Ceramide Bright Moisture Gel 50ml,113500.0,142200.0,20.0,,0.0,,Watsons
NATURE REPUBLIC Soothing & Moisture Aloe Vera Soothing Gel Mist 155ml,87500.0,118000.0,20.0,,0.0,,Watsons
OVALE Natural H2O Micellar Water Acne Care 100ml,27700.0,32700.0,15.0,5.0,1.0,,Watsons
PONDS Ponds Micellar Miracle Water Brightening 400ml,108000.0,120000.0,10.0,5.0,1.0,,Watsons
PONDS Bright Miracle Ultimate Clarity Serum 14g,43000.0,43000.0,0.0,,0.0,,Watsons
ANUA ANUA Heartleaf 80% Soothing Ampoule Serum 30ml,419000.0,419000.0,0.0,,0.0,,Watsons
HATOMUGI Hatomugi Skin Conditioner 200ml,45900.0,54000.0,15.0,5.0,2.0,,Watsons
WARDAH Cleansing Milk 100ml,22000.0,22000.0,0.0,5.0,16.0,,Watsons
LIGHT+ Gentle Exfoliator 50ml,22500.0,22500.0,0.0,5.0,17.0,,Watsons
YOU AcnePlus Gentle Cleansing Gel 100g,36000.0,45000.0,20.0,5.0,1.0,,Watsons
YOU Radiance Up Spotless Brightening Serum 20 ml,99900.0,99900.0,0.0,,0.0,,Watsons
YOU Radiance Glow Illuminating Serum 20 ml,99900.0,99900.0,0.0,,0.0,,Watsons
FACERINNA Retinol Age Moisturizer 30g,53100.0,59000.0,10.0,5.0,1.0,,Watsons
INEZ Lightweight Moisturizing Cream 28g,43000.0,43000.0,0.0,,0.0,,Watsons
YOU AcnePlus Spot Care Pro Serum 15g,39900.0,39900.0,0.0,5.0,2.0,,Watsons
FACERINNA Salicylic Acid Acne Moisturizer 30g,53100.0,59000.0,10.0,,0.0,,Watsons
YOU Radiance Plus Acne Brightening Serum 20 ml,99900.0,99900.0,0.0,,0.0,,Watsons
FACERINNA Niacinamide Power Bright Moisturizer 30g,53100.0,59000.0,10.0,5.0,2.0,,Watsons
INEZ Moisturizing Cream for Oily Skin 28g,43000.0,43000.0,0.0,,0.0,,Watsons
VOTRE PEAU Retinol Barrier Cream 12.5 g,185000.0,185000.0,0.0,5.0,1.0,,Watsons
GLUTANEX Glutanex Snow White Cream 50Ml,136700.0,273500.0,50.0,5.0,5.0,,Watsons
PONDS Ponds Bright Beauty Power Serum 30g,83100.0,118800.0,30.0,5.0,5.0,,Watsons
SAFI Naturals Micellar Water Neem Extract 200ml,58500.0,58500.0,0.0,4.0,4.0,,Watsons
SAFI Micellar Water Naturals Rose Flower 200ml,43800.0,58500.0,25.0,5.0,2.0,,Watsons
BHUMI Multi Targeted Face Oil,276600.0,276600.0,0.0,5.0,3.0,,Watsons
SCORA Scora Sheer Glow Tone Up Cream 20g,32900.0,32900.0,0.0,5.0,6.0,,Watsons
BLESS Bless Eye Cream 10g,140000.0,140000.0,0.0,5.0,1.0,,Watsons
POISE Poise Micellar Water Luminous Bright 125ml,17100.0,28500.0,25.0,5.0,15.0,,Watsons
LIGHT+ Wardah Micellar Gentle Wash,25000.0,25000.0,0.0,5.0,3.0,,Watsons
HAYEJIN HAYEJIN Blessing of Sprout Radiance Toner 120ml,189000.0,189000.0,0.0,,0.0,,Watsons
FACERINNA Ceramide B5 Balancing Moisturizer 30g,50100.0,59000.0,15.0,5.0,3.0,,Watsons
ANUA Niacinamide 10 + TXA 3 Serum 30ml,329000.0,329000.0,0.0,5.0,1.0,,Watsons
YOU AP 2% BHA Fight Acne Serum 20 ml,88000.0,88000.0,0.0,,0.0,,Watsons
ANUA Niacinamide 5 Txa Brightening Pad 210ml,309000.0,309000.0,0.0,,0.0,,Watsons
INEZ Everyday Skin Lightening Moist. Cream 110g,53500.0,63000.0,15.0,,0.0,,Watsons
INEZ Everynight Skin Lightening Moist. Cream 110g,57800.0,68000.0,15.0,,0.0,,Watsons
BEPLAIN Beplain Mung Bean Cleansing Oil 200ml,299000.0,299000.0,0.0,,0.0,,Watsons
ANUA Anua Peach 70 Niacin Serum 30ml,329000.0,329000.0,0.0,,0.0,,Watsons
BHUMI G-alpine Hydra Lock Moisturizer,271800.0,271800.0,0.0,5.0,3.0,,Watsons
PONDS Ponds Age Miracle Youth Essence 30g,212000.0,253800.0,20.0,,0.0,,Watsons
WARDAH Cica Complex Panthenol Hydramild Soothing Toner 125ml,47000.0,50000.0,0.0,5.0,2.0,,Watsons
VIO Vio Acne Shield Patch Tea Tree Oil 18 Patches,19000.0,19000.0,0.0,5.0,17.0,,Watsons
WARDAH Aquaporin Squalane Bounce & Glow Milky Toner 95ml,130000.0,130000.0,0.0,5.0,1.0,,Watsons
ANUA Anua Rice 70 Glow Milky Toner 250ml,299000.0,299000.0,0.0,,0.0,,Watsons
GLOW & LOVELY Glow & Lovely Multi Vitamin Cream 25g,25600.0,28500.0,10.0,5.0,2.0,,Watsons
ANUA PDRN Hyaluronic Acid 100 Serum Pad 180ml,309000.0,309000.0,0.0,,0.0,,Watsons
ANUA Ultra-Thin Spot Cover Patch 75'S,199000.0,199000.0,0.0,,0.0,,Watsons
ANUA PDRN Hyaluronic Acid Capsule 100 Serum 30ml,399000.0,399000.0,0.0,,0.0,,Watsons
ANUA Anua Peach 77% Niacin Essence Toner 250ml,289000.0,289000.0,0.0,,0.0,,Watsons
ANUA Anua Rice Enzyme Brightening Cleansing Powder 40g,299000.0,299000.0,0.0,,0.0,,Watsons
ANUA Anua Heartleaf Pore Control Cleansing Oil 200ml,239000.0,239000.0,0.0,5.0,2.0,,Watsons
NUXE Nuxe Aquabella Beauty Revealer Moisturizing Emulsion 50 ml,488700.0,575000.0,15.0,,0.0,,Watsons
PONDS White Beauty Serum Burst 20gr,46700.0,51900.0,10.0,5.0,7.0,,Watsons
NUXE Nuxe Aquabella Beauty Revealer Lotion Essence 200 ml,365000.0,365000.0,0.0,,0.0,,Watsons
VIO Vio Acne Shield Patch 24 Hydrocolloid Patches,31800.0,42500.0,25.0,5.0,3.0,,Watsons
PONDS Ponds Charcoal Micellar Water 100ml,37800.0,42000.0,10.0,5.0,9.0,,Watsons
KOJIE-SAN Kojie San Kojic Acid Body Soap 135g,49000.0,49000.0,0.0,5.0,152.0,,Watsons
SAFI Safi Age Defy Radiant Gold Water Essence 102ml,167000.0,167000.0,0.0,5.0,1.0,,Watsons
OVALE Natural H2O Micellar Water Brightening 100ml,27700.0,32700.0,15.0,5.0,5.0,,Watsons
IMPLORA Implora Ceramide Skin Barrier Rich Moisturizing Gel 30ml,29400.0,29400.0,0.0,5.0,1.0,,Watsons
BEPLAIN Beplain Mung Bean pH-Balanced Cleansing Foam 160ml,279000.0,279000.0,0.0,5.0,1.0,,Watsons
ANUA Anua Heartleaf Pore Control Cleansing Oil Mild 200ml,299000.0,299000.0,0.0,,0.0,,Watsons
ANUA Anua Heartleaf Quercetinol Pore Deep Cleansing Foam 150ml,209000.0,209000.0,0.0,5.0,1.0,,Watsons
AXIS-Y AXIS-Y Daily Purifying Treatment Toner 200ML,229000.0,229000.0,0.0,,0.0,,Watsons
AXIS-Y AXIS-Y Spot The Difference Blemish Treatment 15ml,199000.0,199000.0,0.0,,0.0,,Watsons
HADA LABO Hada Labo Shirojyun Ultra Whitening Cream 40g,108700.0,108700.0,0.0,5.0,14.0,,Watsons
VIO Vio Acne Shield Patch Cute Animal 24 Hydrocolloid Patches,34400.0,45900.0,25.0,5.0,4.0,,Watsons
GARNIER [Buy 1 Get 1] Micellar Cleansing Water Pink 400ml - Bundle,118500.0,158000.0,25.0,5.0,2.0,,Watsons
KOJIE-SAN Kojie San Dream White Anti-Aging Soap 65g,20000.0,25000.0,20.0,5.0,16.0,,Watsons
GARNIER [Buy 1 Get 1] Makeup Removal Kit 400ml - Bundle,195000.0,195000.0,0.0,,0.0,,Watsons
WARDAH 3% AHA-PHA Phyto-Enzyme Exfoliating & Clarifying Toner 100ml,100000.0,100000.0,0.0,5.0,1.0,,Watsons
ANUA PDRN Hyaluronic Acid Capsule 100 Serum 1ml x 10'S,229000.0,229000.0,0.0,,0.0,,Watsons
PONDS Ponds Bright Miracle Ultimate Clarity Niasorcinol Night Serum 14g,48500.0,48500.0,0.0,,0.0,,Watsons
AXIS-Y AXIS-Y Sunday Morning Refreshing Cleansing Foam 120ML,175000.0,175000.0,0.0,,0.0,,Watsons
GARNIER Bright Complete Vitamin C 30x Booster Serum,240000.0,240000.0,0.0,5.0,12.0,,Watsons
L'OREAL L'Oreal Revitalift Crystal Purifying Micellar Water Oil Free 400ml,183000.0,183000.0,0.0,5.0,8.0,,Watsons
KOJIE-SAN Kojie San Dream White Anti Aging Soap 135g,39200.0,49000.0,20.0,5.0,1.0,,Watsons
PONDS Ponds Age Miracle Hexyl-Retinol Ultimate Youth Night Serum 14g,81600.0,102000.0,20.0,5.0,1.0,,Watsons
PONDS Ponds Age Miracle Hexyl-Retinol Ultimate Youth Day Serum 14g,87300.0,97000.0,10.0,,0.0,,Watsons
FELINZ Felinz Acne Patch Salicyid Acid No. 2 Neutral 36 Patches Sachet,31800.0,42500.0,25.0,5.0,4.0,,Watsons
FELINZ Felinz Acne Patch Salicyid Acid No. 1 Cool 36 Patches Sachet,31800.0,42500.0,25.0,5.0,6.0,,Watsons
PONDS Ponds Age Miracle Ultimate Youth Night Serum Hexyl-Retinol 30g,205500.0,256900.0,20.0,,0.0,,Watsons
SAFI Safi Age Defy 3X Advanced Retinoid Intensive Renewal Moisturizer 40g,166300.0,166300.0,0.0,,0.0,,Watsons
PONDS Ponds Bright Miracle Ultra Light Biome Gel Gentle Cleanser Niasorcinol 90g,28200.0,47000.0,40.0,5.0,1.0,,Watsons
PONDS Ponds Hydra Miracle Ultra Light Biome Gel Gentle Cleanser Cera-Hyamino 90g,28200.0,47000.0,40.0,5.0,2.0,,Watsons
L'OREAL Paris Glycolic Bright Matte Luminizing Cream 30ml,128000.0,160000.0,10.0,5.0,1.0,,Watsons
OMG Oh My Glow Niacinamide Ceramide Low pH Gel Cleanser 70ml,30000.0,33500.0,10.0,,0.0,,Watsons
OMG Oh My Glow Salicylic Acid Cica Low pH Gel Cleanser 70ml,30000.0,33500.0,10.0,,0.0,,Watsons
SKIN AQUA Sunscreen Skin Aqua UV Mild Milk SPF 25 40ml,59000.0,74000.0,20.0,5.0,123.0,,Watsons
WARDAH Spray-On Serum 105ml,129000.0,129000.0,0.0,5.0,1.0,,Watsons
SKINTIFIC Rose PDRN Bright & Smooth Moisture Gel 30ml,106500.0,213100.0,35.0,5.0,4.0,,Watsons
FACERINNA Facerinna Retinol Anti Aging Serum 20ml,53100.0,59000.0,10.0,5.0,2.0,,Watsons
FACERINNA Facerinna 2% Salicylic Acid Acne Serum 20ml,53100.0,59000.0,10.0,,0.0,,Watsons
SCORA Scora D-Panthenol Gentle Low pH Cleanser 100ml,47900.0,47900.0,0.0,5.0,7.0,,Watsons
GLAD2GLOW Glad2Glow Acne Patch Night,25000.0,25000.0,0.0,5.0,9.0,,Watsons
FACERINNA Facerinna 10% Niacinamide 3% TXA Bright Dark Spot Serum 20ml,53100.0,59000.0,10.0,5.0,2.0,,Watsons
FOR SKIN'S SAKE For Skin's Sake Hypochlorous Acid Spray 0.02% 100ml - Perlindungan untuk Kulit Berjerawat & Iritasi,67500.0,135000.0,35.0,5.0,5.0,,Watsons
SOMETHINC Skinglow Bright Radiance Moisturizer 25ml,90000.0,120000.0,25.0,5.0,2.0,,Watsons
THE ORIGINOTE Value Pack Micellar Water Hyalurose 300ml,85000.0,120000.0,25.0,5.0,5.0,,Watsons
SENKA Senka Perfect Beauty Foam White Clay 120g,89000.0,89000.0,0.0,5.0,5.0,,Watsons
SKIN 1004 Madagascar Centella Hyalu-Cica Moisture Cream 75 ml,168000.0,224000.0,25.0,5.0,2.0,,Watsons
SKIN 1004 Madagascar Centella Hyalu-Cica First Ampoule 50 ml,125200.0,167000.0,25.0,,0.0,,Watsons
SKIN 1004 Madagascar Centella Hyalu-Cica Brightening Toner 210 ml,151500.0,202000.0,25.0,,0.0,,Watsons
SKIN 1004 Madagascar Centella Niacinamide 10 Boosting Shot Ampoule 30 ml,132000.0,220000.0,40.0,,0.0,,Watsons
TRUE TO SKIN True to Skin - Matcha Oat Gentle Cleanser 100ml (Minions Special Edition),78700.0,105000.0,20.0,,0.0,,Watsons
TRUE TO SKIN True To Skin Matcha Oat - Gentle Cleanser Mini 15Gr,40500.0,45000.0,10.0,,0.0,,Watsons
SOMETHINC Somethinc Alpha Squalaneoxidant Deep Cleansing Oil 100Ml,186000.0,186000.0,0.0,,0.0,,Watsons
SOMETHINC Somethinc Alpha Squalaneoxidant Deep Cleansing Oil 40Ml,98000.0,98000.0,0.0,5.0,1.0,,Watsons
SOMETHINC Somethinc Vita Propolis Hydra Power Mist,41000.0,41000.0,0.0,5.0,5.0,,Watsons
SOMETHINC Somethinc Reset Gentle Micellar Cleansing Water 160Ml,106000.0,106000.0,0.0,5.0,2.0,,Watsons
SOMETHINC Somethinc Reset Gentle Micellar Cleansing Water 40ml,65000.0,65000.0,0.0,,0.0,,Watsons
GLAD2GLOW Blackberry AHA BHA PHA Exfoliating Toner 80ml,38200.0,45000.0,15.0,,0.0,,Watsons
GLAD2GLOW Glad2Glow Centella 2% Salicylic Acid Power Acne Serum 17ml,32300.0,39000.0,0.0,5.0,5.0,,Watsons
FACETOLOGY Triple Care 10% Panthenol Barrier Boost Gel 40g,46700.0,55000.0,15.0,5.0,6.0,,Watsons
LABORE Multi-Pigmentation Brightening Serum 7ml,89000.0,89000.0,0.0,5.0,5.0,,Watsons
FACETOLOGY Aqua Solution Mist with Hypochlorous Acid 100 ml,46900.0,46900.0,0.0,,0.0,,Watsons
GLAD2GLOW Pore Clearing Micellar Water 230ml,33100.0,39000.0,15.0,,0.0,,Watsons
GLAD2GLOW Glad2Glow Yuja Symwhite 377 Dark Spot Serum 17Ml,32300.0,39000.0,0.0,5.0,28.0,,Watsons
GLAD2GLOW Glad2Glow Acne Drying Lotion 10ml,58600.0,69000.0,15.0,5.0,1.0,,Watsons
PONDS Age Miracle Youthful Glow Night Cream Moisturizer 50gr,247100.0,247100.0,0.0,5.0,11.0,,Watsons
GLAD2GLOW Glad2Glow Madagascar Centella Light Cleansing Oil 100ml,50100.0,59000.0,15.0,5.0,4.0,,Watsons
GLAD2GLOW Glad2Glow Madagascar Centella Light Cleansing Oil 200ml,84100.0,99000.0,15.0,5.0,2.0,,Watsons
GLAD2GLOW Glad2Glow Perfect Vita C Bright Glow Serum 17ml,32300.0,39000.0,0.0,5.0,6.0,,Watsons
BREYLEE Breylee 0.1 Mm 5G,17175.0,22900.0,20.0,5.0,14.0,,Watsons
GLAD2GLOW Glad2Glow Tremella Panthenol Sensitive Care Micellar Water 300ml,41600.0,49000.0,15.0,5.0,1.0,,Watsons
GLAD2GLOW Glad2Glow Perfect Vita C Bright Glow Cleanser 80g,38200.0,45000.0,15.0,5.0,2.0,,Watsons
GLAD2GLOW Glad2Glow Perfect Vita C Bright Glow Toner 80ml,38200.0,45000.0,15.0,,0.0,,Watsons
GLAD2GLOW Glad2Glow Propolis Hyaluronic Acid Barrier Essence Toner 40ml,38200.0,45000.0,15.0,5.0,4.0,,Watsons
GLAD2GLOW Glad2Glow Centella Salicylic Acid Exfoliating Acne Pads 30'S,50100.0,59000.0,15.0,5.0,1.0,,Watsons
GLAD2GLOW Glad2Glow Perfect Vita C Bright Glow Micellar Water 300ml,41600.0,49000.0,15.0,5.0,2.0,,Watsons
GLAD2GLOW Glad2Glow Mugwort Salicylic Acid Acne Clear Micellar Water 300ml,41600.0,49000.0,15.0,5.0,1.0,,Watsons
GLAD2GLOW Glad2Glow Apricot Glycolic Acid Exfo Smooth Peeling Gel 50g,41600.0,49000.0,15.0,5.0,3.0,,Watsons
GLAD2GLOW Glad2Glow Perfect Vita C Bright Glow Micellar Water 230ml,32300.0,39000.0,0.0,5.0,2.0,,Watsons
BREYLEE Breylee Acne Treatment Serum 17Ml,27730.0,59000.0,0.0,3.0,1.0,,Watsons
GLAD2GLOW Glad2Glow Centella 2% Salicylic Acid Overnight Acne Spot Treatment 5g,32500.0,39000.0,0.0,5.0,3.0,,Watsons
GLAD2GLOW Glad2Glow Tremella Vita B5 Sensitive Calming Gel Cleanser 70ml,32300.0,39000.0,0.0,,0.0,,Watsons
BREYLEE Breylee Acne Treatment Pen 3Ml,28153.0,59900.0,0.0,,0.0,,Watsons
BREYLEE Breylee 0.3 Mm 5G,18675.0,24900.0,10.0,5.0,1.0,,Watsons
NEUTROGENA Neutrogena Hydro Boost Niacinamide Serum 30ml,152600.0,218000.0,30.0,5.0,3.0,,Watsons
BREYLEE Breylee Acne Treatment Gel 15G,23030.0,49000.0,0.0,,0.0,,Watsons
BREYLEE Breylee Care Gel 30G,27260.0,58000.0,0.0,5.0,1.0,,Watsons
BREYLEE Breylee Nose Strips 30G,21000.0,35000.0,40.0,5.0,3.0,,Watsons
THE ORIGINOTE The Originote Niacinamide 10% Serum 20ml,43200.0,48000.0,10.0,5.0,1.0,,Watsons
STUDIO TROPIK Studio Tropik Pumpkinu Skin Tonic 100ml,149800.0,199800.0,25.0,,0.0,,Watsons
STUDIO TROPIK Studio Tropik Probiome Skin Tonic 100ml,149800.0,199800.0,25.0,,0.0,,Watsons
SOME BY MI Some By Mi AHA-BHA-PHA 30 Days Miracle Serum 50ml,263000.0,263000.0,0.0,,0.0,,Watsons
SOME BY MI Some By Mi AHA-BHA-PHA 30 Days Miracle Acne Clear Foam 100ml,170000.0,170000.0,0.0,4.0,1.0,,Watsons
YOU Radiance Antioxidant Brightening Cream 30 g,99900.0,99900.0,0.0,,0.0,,Watsons
SOME BY MI Retinol Bakuchiol Dual Cream 50ml,193700.0,298000.0,35.0,5.0,1.0,,Watsons
YOU Radiance Renewal Brightening Moisturizer Gel 30 g,99900.0,99900.0,0.0,,0.0,,Watsons
HAYEJIN HAYEJIN Blessing of Sprout Vitality Cream 50ML,169000.0,169000.0,0.0,,0.0,,Watsons
WARDAH Wardah C-Defense Mousse Moisturizer 30g,59000.0,59000.0,0.0,5.0,2.0,,Watsons
GLOW & LOVELY Glow & Lovely Multi Vitamin Cream 46g,37800.0,54000.0,30.0,5.0,7.0,,Watsons
PONDS Vitamin Micellar Water (Makeup Remover) Brightening Rose 100ml,27300.0,42000.0,35.0,5.0,13.0,,Watsons
FROM THIS ISLAND Java Black Tea Soothing Gel Cleanser 50ml,89000.0,89000.0,0.0,,0.0,,Watsons
PONDS Ponds Age Miracle Day Cream 10g,41100.0,45700.0,10.0,5.0,3.0,,Watsons
SKIN GAME Skin Game Pink Energy Vitamin Serum 30ml,158000.0,158000.0,0.0,,0.0,,Watsons
NATUR-E Natur-E Advanced Intensive Firming Serum 20 ml,95400.0,106000.0,10.0,5.0,2.0,,Watsons
PONDS Ponds Bright Miracle Ultimate Clarity Cream Oily Skin 20g,41000.0,41000.0,0.0,,0.0,,Watsons
ACNAWAY Acne Clear Bar Soap 100g,37900.0,42200.0,10.0,,0.0,,Watsons
BREYLEE Ceramides Cleanser 100g,27000.0,45000.0,20.0,,0.0,,Watsons
PONDS Ponds Bright Miracle Ultra Light Biome Gel Brightening Moisturizer Niasorcinol 20g,65000.0,65000.0,0.0,5.0,1.0,,Watsons
PONDS Ponds Bright Miracle Ultra Light Biome Gel Brightening Moisturizer Niasorcinol 50g,87000.0,145000.0,40.0,5.0,1.0,,Watsons
BC SKIN Blueberry Mask 50g,160600.0,189000.0,15.0,,0.0,,Watsons
PONDS Ponds Hydra Miracle Ultra Light Biome Gel Hydrating Moisturizer Cera-Hyamino 50g,87000.0,145000.0,40.0,5.0,1.0,,Watsons
PONDS Ponds Hydra Miracle Ultra Light Biome Gel Hydrating Moisturizer Cera-Hyamino 20g,65000.0,65000.0,0.0,,0.0,,Watsons
BREYLEE Acne Care Cleanser 100g,27000.0,45000.0,20.0,,0.0,,Watsons
BREYLEE Cute Pimple Patch Rainbow 36'S,13425.0,17900.0,10.0,,0.0,,Watsons
ACNAWAY Mugwort Water Gel Moisturizer 30g,37900.0,42200.0,10.0,,0.0,,Watsons
